/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_090.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_090.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_090.jpg,0,0,0,6.721909E-06
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_172.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_172.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_172.jpg,0,0,0,9.746444E-06
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_252.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_252.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_252.jpg,0,0,0,1.296167E-05
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_330.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_330.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_330.jpg,0,0,0,6.254651E-06
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_410.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_410.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_410.jpg,0,0.04938018,0,0.00237933
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_497.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_497.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_497.jpg,0,0.28785,0,0.2048365
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_577.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_577.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_577.jpg,0,0.528765,0,0.5896043
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_655.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_655.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_655.jpg,0,0.767655,0,1.212988
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_735.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_735.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_735.jpg,0,1,0,2.070554
/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/center_2019_09_08_14_11_46_808.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/left_2019_09_08_14_11_46_808.jpg,/Users/gaker/Workspace/Others/CarND-Behavioral-Cloning-P3/training/IMG/right_2019_09_08_14_11_46_808.jpg,-0.1,1,0,3.012573
